"title_english","type","source","year","rating","score","members","favorites","studios","genres"
"The Misfit of Demon King Academy","TV","Light novel",2020,"R - 17+ (violence & profanity)",7.33,855125,5798,"SILVER LINK.","Action, Fantasy"
"Fire Force Season 2","TV","Manga",2020,"PG-13 - Teens 13 or older",7.82,826385,3005,"David Production","Action, Fantasy, Sci-Fi"
"My Teen Romantic Comedy SNAFU Climax!","TV","Light novel",2020,"PG-13 - Teens 13 or older",8.35,773347,14532,"feel.","Comedy, Romance"
"Great Pretender","TV","Original",2020,"R - 17+ (violence & profanity)",8.2,704092,10279,"Wit Studio","Action, Adventure, Mystery"
"Violet Evergarden: The Movie","Movie","Light novel",2020,"PG-13 - Teens 13 or older",8.85,663255,9206,"Kyoto Animation","Award Winning, Drama"
"Sword Art Online: Alicization - War of Underworld Part 2","TV","Light novel",2020,"R - 17+ (violence & profanity)",7.5,651917,3284,"A-1 Pictures","Action, Adventure, Fantasy"
"Uzaki-chan Wants to Hang Out!","TV","Web manga",2020,"PG-13 - Teens 13 or older",6.97,503110,1758,"ENGI","Comedy, Romance"
"Fate/stay night: Heaven's Feel - III. Spring Song","Movie","Visual novel",2020,"R - 17+ (violence & profanity)",8.65,375480,8267,"ufotable","Action, Fantasy"
"Deca-Dence","TV","Original",2020,"PG-13 - Teens 13 or older",7.35,313092,935,"Nut","Action, Adventure, Sci-Fi"
"given The Movie","Movie","Manga",2020,"PG-13 - Teens 13 or older",8.12,249827,1675,"Lerche","Boys Love, Drama"
"Monster Girl Doctor","TV","Light novel",2020,"PG-13 - Teens 13 or older",6.53,235428,460,"Arvo Animation","Comedy, Fantasy, Romance, Ecchi"
"Peter Grill and the Philosopher's Time","TV","Manga",2020,"R+ - Mild Nudity",5.52,214173,783,"Wolfsbane","Comedy, Fantasy, Erotica"
"The Stranger by the Shore","Movie","Manga",2020,"R+ - Mild Nudity",7.83,190667,2939,"Studio Hibari","Boys Love"
"SUPER HXEROS","TV","Manga",2020,"R+ - Mild Nudity",5.75,152047,273,"Project No.9","Action, Comedy, Romance, Sci-Fi, Ecchi"
"Date A Bullet: Dead or Bullet","Movie","Light novel",2020,"PG-13 - Teens 13 or older",7.59,112967,591,"Geek Toys","Action, Fantasy, Sci-Fi"
"Attack on Titan: Chronicle","Movie","Manga",2020,"R - 17+ (violence & profanity)",7.8,92994,236,"Wit Studio","Action, Drama, Suspense"
"No Guns Life Season 2","TV","Manga",2020,"PG-13 - Teens 13 or older",7.08,84181,88,"Madhouse","Action, Drama, Sci-Fi"
"Love Me, Love Me Not","Movie","Manga",2020,"PG-13 - Teens 13 or older",7.25,83669,328,"A-1 Pictures","Drama, Romance"
"Gibiate","TV","Original",2020,"R - 17+ (violence & profanity)",3.82,69454,64,"Studio Elle, l-a-unch・BOX","Action, Fantasy, Horror, Sci-Fi"
"Mr Love: Queen's Choice","TV","Game",2020,"PG-13 - Teens 13 or older",6.19,65126,287,"MAPPA","Mystery, Romance, Sci-Fi"
"Lapis Re:LiGHTs","TV","Mixed media",2020,"PG-13 - Teens 13 or older",6.65,48681,142,"Yokohama Animation Laboratory","Fantasy"
"Muhyo & Roji's Bureau of Supernatural Investigation 2nd Season","TV","Manga",2020,"PG-13 - Teens 13 or older",6.91,27385,44,"Studio Deen","Mystery, Supernatural"
"Cells at Work!! The Return of the Strongest Enemy. A Huge Uproar in the Body’s Bowels!","Movie","Manga",2020,"PG-13 - Teens 13 or older",7.36,25870,13,"David Production","Action, Comedy"
"Umayon","TV","4-koma manga",2020,"PG-13 - Teens 13 or older",6.37,18111,13,"W-Toon Studio, DMM.futureworks","Comedy"
"Ninja Collection","TV","Original",2020,"PG-13 - Teens 13 or older",3.81,17417,25,"ILCA, DRAWIZ, Toho Interactive Animation","Horror, Supernatural"
"Doraemon the Movie 2020: Nobita's New Dinosaur","Movie","Manga",2020,"PG - Children",7.58,5320,11,"Shin-Ei Animation","Adventure, Comedy, Sci-Fi"
"The Magnificent Kotobuki","Movie","Original",2020,"PG-13 - Teens 13 or older",6.47,2888,7,"WAO World, GEMBA","Action, Adventure"
"Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha","Movie","Manga",2020,"G - All Ages",7.19,2449,3,"Shin-Ei Animation","Comedy"
"Beauty Water","Movie","Web manga",2020,"R+ - Mild Nudity",6.17,2298,3,"Studio Animal","Horror, Suspense"
"Planetarium Pokemon: Aurora kara no Message","Movie","Game",2020,"PG - Children",6.62,2125,0,"OLM","Action, Adventure, Comedy, Fantasy"
"Get Up! Get Live! #Geragera","TV","Other",2020,"PG-13 - Teens 13 or older",5.53,1265,2,"Spell Bound","Comedy"
"Hulaing Babies Aratame: Staying Babies","TV","Original",2020,"PG-13 - Teens 13 or older",5.14,948,0,"Fukushima Gaina","Comedy, Slice of Life"
"Obake Zukan","TV","Picture book",2020,"PG - Children",5.71,851,1,"Fanworks","Comedy, Fantasy, Supernatural"
"Jujutsu Kaisen","TV","Manga",2020,"R - 17+ (violence & profanity)",8.56,2767067,93284,"MAPPA","Action, Award Winning, Supernatural"
"Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train","Movie","Manga",2020,"R - 17+ (violence & profanity)",8.56,1648764,13340,"ufotable","Action, Supernatural"
"Haikyu!! To the Top 2nd-cour","TV","Manga",2020,"PG-13 - Teens 13 or older",8.55,870377,6346,"Production I.G","Sports"
"Tonikawa: Over The Moon For You","TV","Manga",2020,"PG-13 - Teens 13 or older",7.85,788906,10268,"Seven Arcs","Comedy, Romance"
"Is It Wrong to Try to Pick Up Girls in a Dungeon? III","TV","Light novel",2020,"PG-13 - Teens 13 or older",7.47,644131,1943,"J.C.Staff","Action, Adventure, Fantasy"
"Josee, the Tiger and the Fish","Movie","Novel",2020,"PG-13 - Teens 13 or older",8.38,472003,6702,"Bones","Drama, Romance"
"Moriarty the Patriot","TV","Manga",2020,"R - 17+ (violence & profanity)",8.17,461735,7864,"Production I.G","Mystery, Suspense"
"Akudama Drive","TV","Original",2020,"R - 17+ (violence & profanity)",7.58,461500,3916,"Pierrot","Action, Sci-Fi, Suspense"
"Wandering Witch: The Journey of Elaina","TV","Light novel",2020,"R - 17+ (violence & profanity)",7.56,429670,4125,"C2C","Adventure, Fantasy"
"The Irregular at Magic High School: Visitor Arc","TV","Light novel",2020,"PG-13 - Teens 13 or older",7.27,379572,1250,"8bit","Action, Fantasy, Romance, Sci-Fi"
"Talentless Nana","TV","Manga",2020,"R - 17+ (violence & profanity)",7.17,355817,1679,"Bridge","Suspense"
"Our Last Crusade or the Rise of a New World","TV","Light novel",2020,"PG-13 - Teens 13 or older",6.7,322028,1403,"SILVER LINK.","Action, Fantasy, Romance"
"I'm Standing on a Million Lives","TV","Manga",2020,"PG-13 - Teens 13 or older",6.52,315392,692,"Maho Film","Action, Adventure, Drama, Fantasy"
"Noblesse","TV","Web manga",2020,"R - 17+ (violence & profanity)",6.89,311426,1262,"Production I.G","Action, Supernatural"
"Higurashi: When They Cry – Gou","TV","Visual novel",2020,"R - 17+ (violence & profanity)",7.2,289333,1600,"Passione","Horror, Mystery, Suspense"
"The Day I Became a God","TV","Original",2020,"PG-13 - Teens 13 or older",6.8,274230,1619,"P.A. Works","Drama, Supernatural"
"By the Grace of the Gods","TV","Light novel",2020,"PG-13 - Teens 13 or older",6.97,235985,1109,"Maho Film","Fantasy, Slice of Life"
"Sleepy Princess in the Demon Castle","TV","Manga",2020,"PG-13 - Teens 13 or older",7.96,231789,2455,"Doga Kobo","Comedy, Fantasy"
"Adachi and Shimamura","TV","Light novel",2020,"PG-13 - Teens 13 or older",7.09,201478,1608,"Tezuka Productions","Girls Love"
"Golden Kamuy Season 3","TV","Manga",2020,"R - 17+ (violence & profanity)",8.43,183009,1544,"Geno Studio","Action, Adventure"
"Kuma Kuma Kuma Bear","TV","Light novel",2020,"PG-13 - Teens 13 or older",7.23,176686,1022,"EMT Squared","Adventure, Comedy, Fantasy"
"Yashahime: Princess Half-Demon","TV","Original",2020,"PG-13 - Teens 13 or older",6.7,128101,654,"Sunrise","Action, Adventure, Fantasy"
"Ikebukuro West Gate Park","TV","Novel",2020,"PG-13 - Teens 13 or older",6.87,125130,372,"Doga Kobo","Drama, Mystery"
"Iwa Kakeru! Sport Climbing Girls","TV","Web manga",2020,"PG-13 - Teens 13 or older",6.48,99777,206,"Blade","Sports"
"Fate/Grand Order: Divine Realm of the Round Table - Camelot Wandering; Agateram","Movie","Game",2020,"PG-13 - Teens 13 or older",6.89,96714,163,"Signal.MD","Action, Fantasy"
"Assault Lily: Bouquet","TV","Mixed media",2020,"PG-13 - Teens 13 or older",6.5,91506,314,"Shaft","Action, Fantasy"
"Love Live! Nijigasaki High School Idol Club","TV","Other",2020,"PG-13 - Teens 13 or older",7.48,82176,1109,"Sunrise","Slice of Life"
"Dogeza: I Tried Asking While Kowtowing.","TV","Web manga",2020,"R+ - Mild Nudity",5.56,78981,206,"Adonero","Comedy, Fantasy, Ecchi"
"Date A Bullet: Nightmare or Queen","Movie","Light novel",2020,"PG-13 - Teens 13 or older",7.64,77855,330,"Geek Toys","Action, Fantasy, Sci-Fi"
"Dragon Quest: The Adventure of Dai","TV","Manga",2020,"PG-13 - Teens 13 or older",7.73,76893,648,"Toei Animation","Action, Adventure, Fantasy"
"Over the Sky","Movie","Original",2020,"PG-13 - Teens 13 or older",5.92,75198,188,"Digital Network Animation","Drama, Fantasy"
"King's Raid: Successors of the Will","TV","Game",2020,"PG-13 - Teens 13 or older",6.04,74999,165,"OLM, Sunrise Beyond","Action, Adventure, Fantasy"
"Is the Order a Rabbit? Bloom","TV","4-koma manga",2020,"PG-13 - Teens 13 or older",7.92,68304,490,"Encourage Films","Slice of Life"
"Hypnosis Mic: Division Rap Battle - Rhyme Anima","TV","Mixed media",2020,"R - 17+ (violence & profanity)",6.81,65325,742,"A-1 Pictures","Sci-Fi"
"The Gymnastics Samurai","TV","Original",2020,"PG-13 - Teens 13 or older",7.23,61239,132,"MAPPA","Sports"
"Yes, No, or Maybe?","Movie","Light novel",2020,"PG-13 - Teens 13 or older",7.06,60495,286,"Lesprit","Boys Love, Drama"
"Warlords of Sigrdrifa","TV","Original",2020,"PG-13 - Teens 13 or older",6.45,48141,73,"A-1 Pictures","Action"
"Dropout Idol Fruit Tart","TV","4-koma manga",2020,"PG-13 - Teens 13 or older",6.77,41549,88,"feel.","Slice of Life"
"MAGATSU WAHRHEIT","TV","Game",2020,"R - 17+ (violence & profanity)",6.54,38394,64,"Yokohama Animation Laboratory","Action, Fantasy"
"One Room: Third Season","TV","Original",2020,"PG-13 - Teens 13 or older",6.43,37235,61,"Zero-G","Slice of Life"
"Ani ni Tsukeru Kusuri wa Nai! 4","TV","Web manga",2020,"PG-13 - Teens 13 or older",7.59,31315,35,"Fanworks","Comedy"
"Rail Romanesque","TV","Visual novel",2020,"PG-13 - Teens 13 or older",5.17,31095,26,"Saetta","Slice of Life"
"Grisaia: Phantom Trigger The Animation - Stargazer","Movie","Visual novel",2020,"R - 17+ (violence & profanity)",6.88,30846,18,"Bibury Animation Studios","Action"
"Strike Witches: Road to Berlin","TV","Original",2020,"PG-13 - Teens 13 or older",7.35,29791,98,"David Production","Action, Sci-Fi, Ecchi"
"Pokémon the Movie: Secrets of the Jungle","Movie","Game",2020,"PG - Children",7.26,28663,34,"OLM","Action, Adventure, Comedy, Fantasy"
"Stand By Me Doraemon 2","Movie","Manga",2020,"PG - Children",8.18,27056,133,"Shirogumi, Shin-Ei Animation","Comedy, Sci-Fi"
"Osomatsu-san 3rd Season","TV","Manga",2020,"R - 17+ (violence & profanity)",7.4,24152,113,"Pierrot","Comedy"
"A3! Season Autumn & Winter","TV","Game",2020,"PG-13 - Teens 13 or older",7.25,23941,173,"P.A. Works, Studio 3Hz","Drama"
"Happy-Go-Lucky Days","Movie","Manga",2020,"PG-13 - Teens 13 or older",5.41,23911,36,"LIDENFILMS Kyoto Studio","Boys Love, Girls Love"
"Wave!! Surfing Yappe!!","Movie","Mixed media",2020,"PG-13 - Teens 13 or older",6.01,19305,67,"Asahi Production","Slice of Life, Sports"
"With a Dog AND a Cat, Every Day is Fun","TV","Web manga",2020,"G - All Ages",7.23,16023,44,"Team TillDawn","Comedy"
"Grand Blues!","TV","4-koma manga",2020,"PG-13 - Teens 13 or older",5.8,15145,22,"W-Toon Studio, DMM.futureworks","Adventure, Fantasy"
"Maesetsu! Opening Act","TV","Original",2020,"PG-13 - Teens 13 or older",5.8,12568,7,"Studio Gokumi, AXsiZ","Comedy"
"Bem Movie: Become Human","Movie","Original",2020,"PG-13 - Teens 13 or older",6.8,12385,18,"Production I.G","Action, Horror, Supernatural"
"Looking for Magical Doremi","Movie","Original",2020,"G - All Ages",7.58,11968,26,"Toei Animation","Award Winning, Comedy, Drama"
"Marudase Kintarou","Movie","Manga",2020,"PG-13 - Teens 13 or older",3.92,7920,17,"Seven","Boys Love"
"Jiang Ziya","Movie","Novel",2020,"PG-13 - Teens 13 or older",7.36,7424,15,"Beijing Enlight Pictures","Action, Adventure, Fantasy"
"Poupelle of Chimney Town","Movie","Picture book",2020,"G - All Ages",6.57,6863,3,"Studio 4°C","Adventure, Fantasy"
"That is the Bottleneck","TV","Original",2020,"PG-13 - Teens 13 or older",5.67,6855,3,"Toho Interactive Animation","Mystery"
"Anime Kapibarasan","TV","Other",2020,"G - All Ages",6.7,4506,47,"Shin-Ei Animation, Lesprit","Comedy"
"Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3","Movie","Original",2020,"PG-13 - Teens 13 or older",7.41,4156,7,"Production I.G, I.Gzwei","Action, Drama, Sci-Fi"
"Tokyo Gambo","TV","Original",2020,"G - All Ages",5.53,3946,4,"Jumonji","Slice of Life"
"Monster Strike the Movie: Lucifer - Zetsubou no Yoake","Movie","Game",2020,"PG-13 - Teens 13 or older",6.71,3723,7,"Anima, Dynamo Pictures","Action, Fantasy"
